ID,Price_250mg,BB_SMILES,truncate_SMILES
EN300-624013,19.0,CN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CNC
EN300-624009,498.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@H]4C(=O)O,C1CNC1
EN300-624025,19.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)C(=O)O,C1CNC1
EN300-128258,19.0,CN(CCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNC
EN300-1556594,19.0,C[C@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNC
EN300-81086,26.0,C[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNC
EN300-81228,189.0,CCN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNC
EN300-657418,270.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC=C[C@H]4C(=O)O,C1=CCNC1
EN300-37380678,538.0,CN(CC#CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,C#CCNC
EN300-657419,862.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(=CC(=O)O)C4,C=C1CNC1
EN300-1556634,658.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CC#N)CC(=O)O,CNCC#N
EN300-1720633,862.0,C[C@]1(CCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@@H]1CCN1
EN300-81320,438.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@@H]4C(=O)O,C1CCNC1
EN300-81243,19.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@H]4C(=O)O,C1CCNC1
EN300-2009984,743.0,CC1CC(N1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@H]1CCN1
EN300-657427,153.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@@H](C4)C(=O)O,C1CCNC1
EN300-657426,193.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)CC(=O)O,CC1CNC1
EN300-657423,601.0,CC1(CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,CC1CNC1
EN300-81266,1196.0,C=CCN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,C=CCNC
EN300-763891,180.0,CN(C(=O)OCC1c2ccccc2-c3c1cccc3)C4(CC4)C(=O)O,CNC1CC1
EN300-81167,213.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CC(=O)O)C4CC4,CNC1CC1
EN300-303363,586.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)(C(=O)O)O,OC1CNC1
EN300-155420,55.0,CN(CCCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNC
EN300-22847242,735.0,C[C@@H](CC(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CNC(C)C
EN300-1653218,244.0,C[C@H](CC(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CNC(C)C
EN300-81294,204.0,CC[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNC
EN300-81227,124.0,CCCN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNC
EN300-1556279,293.0,CCN(CCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNCC
EN300-81338,601.0,C[C@@H](CN(C)C(=O)OCC1c2ccccc2-c3c1cccc3)C(=O)O,CCCNC
EN300-814205,629.0,CCN([C@@H](C)C(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNCC
EN300-81125,50.0,CC(C)N(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CNC(C)C
EN300-262771,84.0,CC(C)(C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CNC(C)C
EN300-657428,538.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)(C(=O)O)F,FC1CNC1
EN300-81324,1964.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CCO)CC(=O)O,CNCCO
EN300-657429,735.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)C#CC(=O)O,C#CC1CNC1
EN300-27726171,607.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)(C#N)C(=O)O,N#CC1CNC1
EN300-814222,666.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC(=CC4)C(=O)O,C1=CCNCC1
EN300-657437,779.0,CC(=C1CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,CC=C1CNC1
EN300-657430,672.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5(C4)C[C@@H]5C(=O)O,C1CC12CNC2
EN300-755408,650.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H]5C[C@@]5(C4)C(=O)O,C1NC[C@@H]2C[C@H]12
EN300-6740483,785.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC=C[C@H](C4)C(=O)O,C1=CCNCC1
EN300-27113726,785.0,C[C@]1(C=CCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@@H]1C=CCN1
EN300-37450492,977.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@H]5[C@@]4(C5)C(=O)O,C1C[C@@H]2C[C@H]2N1
EN300-814192,1702.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]5C[C@@H]5[C@H]4C(=O)O,C1NC[C@@H]2C[C@H]12
EN300-657443,813.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4[C@@H]5C[C@@H]5C[C@H]4C(=O)O,C1C[C@H]2C[C@H]2N1
EN300-657446,666.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5CC4(C5)C(=O)O,C1NC2CC1C2
EN300-26674243,714.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]5C[C@@]5(C4)C(=O)O,C1NC[C@@H]2C[C@@H]12
EN300-26678474,672.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H]5C[C@]5(C4)C(=O)O,C1NC[C@H]2C[C@H]12
EN300-7435156,1082.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC=C[C@H]4C(=O)O,C1=CCNCC1
EN300-657442,813.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4[C@H]5C[C@H]5C[C@H]4C(=O)O,C1C[C@@H]2C[C@@H]2N1
EN300-657445,623.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]5[C@H](C4)[C@H]5C(=O)O,C1NC[C@@H]2C[C@H]12
EN300-657444,891.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C5C4C5)C(=O)O,C1CC2CC2N1
EN300-1073111,679.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H]5C[C@H]5[C@H]4C(=O)O,C1NC[C@@H]2C[C@H]12
EN300-657433,763.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC=C(C4)C(=O)O,C1=CCNCC1
EN300-1660908,672.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CCC#N)CC(=O)O,CNCCC#N
EN300-1556469,1564.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CCC(=O)O)CC#N,CCNCC#N
EN300-657448,1117.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(=O)C[C@H]4C(=O)O,O=C1CCNC1
EN300-3431417,538.0,CN([C@@H](C1CC1)C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4,CNCC1CC1
EN300-27724463,1225.0,C[C@H]1CN(C[C@@H]1C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4,C[C@@H]1CCNC1
EN300-1556550,806.0,C=CCCN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,C=CCCNC
EN300-657466,708.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CCC(=O)O)C4CC4,CCNC1CC1
EN300-657460,666.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@@H](C4)CC(=O)O,C[C@H]1CCNC1
EN300-81091,19.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCCC[C@H]4C(=O)O,C1CCNCC1
EN300-299520,22.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@@H](C4)C(=O)O,C1CCNCC1
EN300-657462,601.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)CCC(=O)O,CCC1CNC1
EN300-814227,1225.0,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4,C[C@H]1CCNC1
EN300-3433548,672.0,CCC1(CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,CCC1CNC1
EN300-26664303,743.0,C[C@@H]1C[C@H](N(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@@H]1CCNC1
EN300-814181,637.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@H](C4)CC(=O)O,C[C@@H]1CCNC1
EN300-1178681,353.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@@H]4CC(=O)O,C[C@H]1CCCN1
EN300-816553,353.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@H]4CC(=O)O,C[C@@H]1CCCN1
EN300-624083,601.0,C[C@@]1(CCN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@H]1CCNC1
EN300-624080,48.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@H](C4)C(=O)O,C1CCNCC1
EN300-657464,601.0,C[C@@H](C(=O)O)N(C1CC1)C(=O)OCC2c3ccccc3-c4c2cccc4,CCNC1CC1
EN300-657461,735.0,CC1C(CCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@H]1CCCN1
EN300-657459,64.0,C[C@]1(CCCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@@H]1CCCN1
EN300-657457,785.0,C[C@@H](C1CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,CCC1CNC1
EN300-657453,763.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CC(=O)O)C4CCC4,CNC1CCC1
EN300-657450,701.0,CC1CCN(C1C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4,C[C@H]1CCNC1
EN300-657468,19.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC(CC4)C(=O)O,C1CCNCC1
EN300-657458,623.0,CC1(CN([C@@H]1C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4)C,CC1(C)CNC1
EN300-657454,714.0,CN(C(=O)OCC1c2c(cccc2)-c3c1cccc3)[C@H]4C[C@H](C4)C(=O)O,CNC1CCC1
EN300-1073131,530.0,C[C@H]1CC[C@H](N1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@H]1CCCN1
EN300-624056,198.0,CN(C(=O)OCC1c2ccccc2-c3c1cccc3)C4(CCC4)C(=O)O,CNC1CCC1
EN300-81174,252.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CC4CC4)CC(=O)O,CNCC1CC1
EN300-740853,181.0,C[C@@]1(CCCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@H]1CCCN1
EN300-1556367,693.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NC4CN(C4)CC(=O)O,CN1CC(N)C1
EN300-7540407,743.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(=C(C(=O)O)F)C4,FC=C1CNC1
EN300-27717457,538.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)(CO)C(=O)O,OCC1CNC1
EN300-6497477,666.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)[C@@H](C(=O)O)O,OCC1CNC1
EN300-657471,623.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@](C4)(C(=O)O)O,O[C@@H]1CCNC1
EN300-1703148,743.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCO[C@@H](C4)C(=O)O,C1COCCN1
EN300-657470,84.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCOC[C@H]4C(=O)O,C1COCCN1
EN300-81273,19.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H](C[C@H]4C(=O)O)O,O[C@@H]1CCNC1
EN300-6737393,905.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)(CC(=O)O)O,CC1(O)CNC1
EN300-6494350,672.0,COC1(CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,COC1CNC1
EN300-1672602,302.0,CN(C(=O)OCC1c2ccccc2-c3c1cccc3)C4(COC4)C(=O)O,CNC1COC1
EN300-657469,792.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)OCC(=O)O,COC1CNC1
EN300-657474,418.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCOC[C@@H]4C(=O)O,C1COCCN1
EN300-81080,1117.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(CC4C(=O)O)O,O[C@H]1CCNC1
EN300-81384,270.0,CC(C)CN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CNCC(C)C
EN300-755406,601.0,CCN(CCCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNCC
EN300-3444886,1015.0,CC[C@@](C)(C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CC[C@@H](C)NC
EN300-634639,367.0,CN(CCCCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCCNC
EN300-1556089,601.0,CCCN(CCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNCC
EN300-814207,666.0,CCCN([C@@H](C)C(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNCC
EN300-1692217,35.0,CCCCN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCCNC
EN300-81355,601.0,CCN(C[C@H](C)C(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNCC
EN300-1666771,19.0,CC(C)[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CNCC(C)C
EN300-1556304,565.0,CC(C)(CN(C)C(=O)OCC1c2ccccc2-c3c1cccc3)C(=O)O,CNCC(C)C
EN300-81112,353.0,CC(C)N(CCC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CCNC(C)C
EN300-763653,601.0,CC[C@@H](C(=O)O)N(CC)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCNCC
EN300-321373,19.0,CCC[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3,CCCCNC
EN300-1556643,559.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CC(=O)N)CC(=O)O,CNCC(N)=O
EN300-341836,679.0,CN(C)C[C@@H](C(=O)O)NC(=O)OCC1c2ccccc2-c3c1cccc3,CN(C)CCN
EN300-26951355,977.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]([C@H](C4)F)C(=O)O,F[C@@H]1CCNC1
EN300-657482,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)[C@@H](C(=O)O)F,FCC1CNC1
EN300-657480,1194.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC(C4C(=O)O)F,F[C@H]1CCNC1
EN300-657481,234.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H](C[C@H]4C(=O)O)F,F[C@H]1CCNC1
EN300-1556484,779.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H](C[C@@H]4C(=O)O)F,F[C@@H]1CCNC1
EN300-657483,701.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@](C4)(C(=O)O)F,F[C@H]1CCNC1
EN300-624074,763.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H](C[C@@H]4C(=O)O)F,F[C@H]1CCNC1
EN300-343380,173.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H](C[C@H]4C(=O)O)F,F[C@@H]1CCNC1
EN300-81257,601.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N(CCC(=O)O)CCO,CCNCCO
EN300-1556505,1300.0,CC(C(C(=O)O)N(C)C(=O)OCC1c2ccccc2-c3c1cccc3)O,CNC[C@H](C)O
EN300-81474,290.0,COCCN(CC(=O)O)C(=O)OCC1c2ccccc2-c3c1cccc3,CNCCOC
EN300-657485,601.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCS[C@H]4C(=O)O,C1CSCN1
EN300-395269,28.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CSC[C@@H]4C(=O)O,C1CSCN1
EN300-657484,19.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CSC[C@H]4C(=O)O,C1CSCN1
EN300-27735896,1008.0,CN(CC(C(=O)O)(F)F)C(=O)OCC1c2ccccc2-c3c1cccc3,CNCC(F)F
EN300-6737702,672.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C5CC(C4C(=O)O)C=C5,C1=CC2CC1CN2
EN300-7547305,1170.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)(CC(=O)O)C#N,CC1(C#N)CNC1
EN300-6737438,708.0,Cn1cc(c(c1)NC(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,Cn1ccc(N)c1
EN300-1718103,239.0,Cn1cc(cc1C(=O)O)NC(=O)OCC2c3ccccc3-c4c2cccc4,Cn1ccc(N)c1
EN300-657488,920.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@@](C4)(C#N)C(=O)O,N#C[C@@H]1CCNC1
EN300-321718,481.0,Cn1cc(nc1C(=O)O)NC(=O)OCC2c3ccccc3-c4c2cccc4,Cn1cnc(N)c1
EN300-28247919,977.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]5[C@H](C4)[C@H]5CC(=O)O,C[C@H]1[C@@H]2CNC[C@H]12
EN300-45377478,1012.0,C=C[C@@]1(CCN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C=C[C@H]1CCNC1
EN300-6737441,672.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4[C@@H]5CC[C@H]4[C@@H](C5)C(=O)O,C1C[C@H]2CC[C@@H]1N2
EN300-37432436,2158.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H](C5CC4C5)C(=O)O,C1CC2CC(C2)N1
EN300-657492,735.0,CC12CC(C1)(N(C2)C(=O)OCC3c4ccccc4-c5c3cccc5)C(=O)O,CC12CNC(C1)C2
EN300-7463288,735.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC(=CC4)CC(=O)O,CC1=CCNCC1
EN300-19465393,920.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC5CC4(C5)C(=O)O,C1CC2CC(C2)N1
EN300-6943524,977.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC45CC(C5)C(=O)O,C1CC2(C1)CCN2
EN300-6763538,735.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@@H](C45CC5)C(=O)O,C1CNC2(C1)CC2
EN300-77188,1131.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C5CCC4C(C5)C(=O)O,C1CC2CCC1N2
EN300-378901,1184.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5([C@H]4C(=O)O)CCC5,C1CC2(C1)CNC2
EN300-657493,813.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5CCC5(C4)C(=O)O,C1CC2CNCC12
EN300-26673440,1065.0,C[C@@]12C[C@@]1(CN(C2)C(=O)OCC3c4ccccc4-c5c3cccc5)C(=O)O,C[C@]12CNC[C@@H]1C2
EN300-37101477,977.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H]5C[C@@H]4C[C@@H]5C(=O)O,C1C[C@H]2CN[C@@H]1C2
EN300-37101764,1478.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@@H]([C@H]5[C@@H]4C5)C(=O)O,C1CN[C@H]2C[C@H]2C1
EN300-739675,607.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@H]5[C@@]4(C5)C(=O)O,C1CN[C@@H]2C[C@H]2C1
EN300-814189,623.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5(CC5)C[C@H]4C(=O)O,C1CC2(CC2)CN1
EN300-814173,708.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5CC(C5)(C4)C(=O)O,C1NCC2CC1C2
EN300-6737834,1015.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]5CC[C@@H]5[C@H]4C(=O)O,C1C[C@H]2CNC[C@@H]12
EN300-657508,623.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C5CCC4(CC5)C(=O)O,C1CC2CCC1N2
EN300-7439205,1118.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC(C4)[C@H]5C[C@@H]5C(=O)O,C1CC1C1CNC1
EN300-1716988,1349.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5CCC4(C5)C(=O)O,C1CC2CC1CN2
EN300-1556178,701.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C5CCC(C5)C4C(=O)O,C1CC2CC1CN2
EN300-657503,735.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H]5C[C@H]([C@@H]5C4)C(=O)O,C1C[C@H]2CNC[C@@H]12
EN300-657507,666.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@@H](C5(C4)CC5)C(=O)O,C1CC2(CC2)CN1
EN300-657506,197.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC(=CC(=O)O)CC4,C=C1CCNCC1
EN300-657496,735.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC5(C4)CC(C5)C(=O)O,C1CC2(C1)CNC2
EN300-1073136,1118.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4C[C@H]5C[C@@H]([C@H]5C4)C(=O)O,C1C[C@H]2CNC[C@@H]12
EN300-1073133,779.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CC[C@H]5[C@@H](C4)[C@H]5C(=O)O,C1C[C@@H]2C[C@@H]2CN1
EN300-658335,855.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC5(C4)CC5C(=O)O,C1CC2(CC2)CN1
EN300-657505,509.0,C=CCC1(CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C=CCC1CNC1
EN300-6489026,1235.0,CC1(C[C@H](N(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O)C,CC1(C)CCNC1
EN300-43359984,735.0,C[C@@H]1CCN([C@@H](C1)C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4,CC1CCNCC1
EN300-1608740,353.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCCC[C@H]4CC(=O)O,C[C@@H]1CCCCN1
EN300-657545,601.0,CC[C@]1(CCCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,CC[C@@H]1CCCN1
EN300-1073159,977.0,C[C@@H]1CN(CC[C@@H]1C(=O)O)C(=O)OCC2c3ccccc3-c4c2cccc4,C[C@H]1CCCNC1
EN300-6497567,501.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@@H](C4)CC(=O)O,C[C@H]1CCCNC1
EN300-1387210,862.0,C[C@@H]1C[C@@H](CN(C1)C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@@H]1CCCNC1
EN300-1179767,792.0,C[C@H]1[C@H](CCCN1C(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,C[C@H]1CCCCN1
EN300-657556,601.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N4CCC[C@@H](CC4)C(=O)O,C1CCCNCC1
